name,mmsi,imo,call_sign,vessel_type__sub_type,gross_tonnage,deadweight,length,year_built,built_at_(shipyard),country,url
YUENANSHAYU14072,412471168,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuenanshayu14072-mmsi-412471168
YUENANSHAYU40010,412473238,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuenanshayu40010-mmsi-412473238
YUENANSHAYU40076,412489794,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuenanshayu40076-mmsi-412489794
YUENANSHAYUYUN29802,412534205,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuenanshayuyun29802-mmsi-412534205
YUEPANYU05060,412462145,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yuepanyu05060-mmsi-412462145
YUEPOYU20016,412482108,-,0000000,Fishing / FISHING,-,-,9 m,-,-,China,https://magicport.ai/vessels/fishing/yuepoyu20016-mmsi-412482108
YUERAOYU00302,412440302,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueraoyu00302-mmsi-412440302
YUERAOYU14023,412461422,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueraoyu14023-mmsi-412461422
YUERAOYU31020 2 91,310200002,-,-,Fishing / FISHING,-,-,50 m,-,-,Bermuda,https://magicport.ai/vessels/fishing/yueraoyu31020-2-91-mmsi-310200002
YUERAOYU32068,412472555,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueraoyu32068-mmsi-412472555
YUERAOYU33057,412460429,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueraoyu33057-mmsi-412460429
YUERAOYU34015,412460439,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueraoyu34015-mmsi-412460439
YUERAOYU37027,412460508,-,-,Fishing / FISHING,-,-,17 m,-,-,-,https://magicport.ai/vessels/fishing/yueraoyu37027-mmsi-412460508
YUERAOYU41097,412460188,-,41097,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/yueraoyu41097-mmsi-412460188
YUERAOYU44101,412460668,-,44101,Fishing / FISHING,-,-,19 m,-,-,China,https://magicport.ai/vessels/fishing/yueraoyu44101-mmsi-412460668
YUESHANCHENGYU18016,412474283,-,-,Fishing / FISHING,-,-,31 m,-,-,China,https://magicport.ai/vessels/fishing/yueshanchengyu18016-mmsi-412474283
YUESHANWEIYU11309,412463122,-,-,Fishing / FISHING,-,-,38 m,-,-,China,https://magicport.ai/vessels/fishing/yueshanweiyu11309-mmsi-412463122
YUESHANWEIYU12155,412472297,-,-,Fishing / FISHING,-,-,19 m,-,-,China,https://magicport.ai/vessels/fishing/yueshanweiyu12155-mmsi-412472297
YUESHANWEIYU12167,412471983,-,0012167,Fishing / FISHING,-,-,19 m,-,-,China,https://magicport.ai/vessels/fishing/yueshanweiyu12167-mmsi-412471983
YUESHANWEIYU12334,412472197,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yueshanweiyu12334-mmsi-412472197
YUESHANWEIYU12452,412472504,-,12452,Fishing / FISHING,-,-,19 m,-,-,China,https://magicport.ai/vessels/fishing/yueshanweiyu12452-mmsi-412472504
YUESHANWEIYUYUN01424,412472609,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yueshanweiyuyun01424-mmsi-412472609
YUESHENSHANYU10391,412476479,-,-,Fishing / FISHING,-,-,8 m,-,-,-,https://magicport.ai/vessels/fishing/yueshenshanyu10391-mmsi-412476479
YUESHENSHANYU10480,412476568,-,-,Fishing / FISHING,-,-,7 m,-,-,-,https://magicport.ai/vessels/fishing/yueshenshanyu10480-mmsi-412476568
YUESUIYU03609,412537553,-,UUU,Fishing / FISHING,-,-,20 m,-,-,China,https://magicport.ai/vessels/fishing/yuesuiyu03609-mmsi-412537553
YUESUIYU03881,412535871,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu03881-mmsi-412535871
YUESUIYU03896,412535716,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu03896-mmsi-412535716
YUESUIYU03948,412480439,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yuesuiyu03948-mmsi-412480439
YUESUIYU04013,412481174,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu04013-mmsi-412481174
YUESUIYU04053,412461705,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu04053-mmsi-412461705
YUESUIYU11020,412480242,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu11020-mmsi-412480242
YUESUIYU11092,412488536,-,11092,Fishing / FISHING,-,-,28 m,-,-,China,https://magicport.ai/vessels/fishing/yuesuiyu11092-mmsi-412488536
YUESUIYU24086,412462444,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu24086-mmsi-412462444
YUESUIYU32025,412489105,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu32025-mmsi-412489105
YUESUIYU32169,412479734,-,0000000,Fishing / FISHING,-,-,16 m,-,-,China,https://magicport.ai/vessels/fishing/yuesuiyu32169-mmsi-412479734
YUESUIYU32170,412479724,-,0000000,Fishing / FISHING,-,-,21 m,-,-,China,https://magicport.ai/vessels/fishing/yuesuiyu32170-mmsi-412479724
YUESUIYU53374,412487262,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu53374-mmsi-412487262
YUESUIYU53391,412487475,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu53391-mmsi-412487475
YUESUIYU53407,412465087,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu53407-mmsi-412465087
YUESUIYU53415,412467065,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu53415-mmsi-412467065
YUESUIYU53418,412469283,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu53418-mmsi-412469283
YUESUIYU53437,412461151,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu53437-mmsi-412461151
YUESUIYU65221,412469226,-,-,Fishing / FISHING,-,-,9 m,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu65221-mmsi-412469226
YUESUIYU83033,412533263,-,0000000,Fishing / FISHING,-,-,7 m,-,-,-,https://magicport.ai/vessels/fishing/yuesuiyu83033-mmsi-412533263
YUETAIYU11038 L,412455521,-,-,Fishing / FISHING,-,-,32 m,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu11038-l-mmsi-412455521
YUETAIYU12029,412461679,-,-,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/yuetaiyu12029-mmsi-412461679
YUETAIYU21100,412474947,-,0021100,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/yuetaiyu21100-mmsi-412474947
YUETAIYU23062,412525839,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu23062-mmsi-412525839
YUETAIYU23144,412525823,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu23144-mmsi-412525823
YUETAIYU31063,412464254,-,-,Fishing / FISHING,-,-,19 m,-,-,China,https://magicport.ai/vessels/fishing/yuetaiyu31063-mmsi-412464254
YUETAIYU31102,412464267,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu31102-mmsi-412464267
YUETAIYU31130,412464286,-,?????,Fishing / FISHING,-,-,19 m,-,-,China,https://magicport.ai/vessels/fishing/yuetaiyu31130-mmsi-412464286
YUETAIYU31286,412473085,-,31286,Fishing / FISHING,-,-,22 m,-,-,China,https://magicport.ai/vessels/fishing/yuetaiyu31286-mmsi-412473085
YUETAIYU31288,412474581,-,31288,Fishing / FISHING,-,-,23 m,-,-,China,https://magicport.ai/vessels/fishing/yuetaiyu31288-mmsi-412474581
YUETAIYU32025,412461229,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yuetaiyu32025-mmsi-412461229
YUETAIYU32050,413461389,-,32050,Fishing / FISHING,-,-,25 m,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu32050-mmsi-413461389
YUETAIYU32085,412471252,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu32085-mmsi-412471252
YUETAIYU32248,412460453,-,32248,Fishing / FISHING,-,-,23 m,-,-,China,https://magicport.ai/vessels/fishing/yuetaiyu32248-mmsi-412460453
YUETAIYU32253,412463634,-,0016078,Fishing / FISHING,-,-,24 m,-,-,China,https://magicport.ai/vessels/fishing/yuetaiyu32253-mmsi-412463634
YUETAIYU33020,412465199,-,33020,Fishing / FISHING,-,-,23 m,-,-,China,https://magicport.ai/vessels/fishing/yuetaiyu33020-mmsi-412465199
YUETAIYU33098,412462692,-,33098,Fishing / FISHING,-,-,17 m,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu33098-mmsi-412462692
YUETAIYU51107,412464664,-,51107,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/yuetaiyu51107-mmsi-412464664
YUETAIYU62084,412527776,-,-,Fishing / FISHING,-,-,5 m,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu62084-mmsi-412527776
YUETAIYU62342,412526452,-,-,Fishing / FISHING,-,-,7 m,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu62342-mmsi-412526452
YUETAIYU72027,412526449,-,0072027,Fishing / FISHING,-,-,7 m,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu72027-mmsi-412526449
YUETAIYU81179,412475591,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu81179-mmsi-412475591
YUETAIYU81223,412475624,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu81223-mmsi-412475624
YUETAIYU81228,412475631,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu81228-mmsi-412475631
YUETAIYU81373,412475733,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu81373-mmsi-412475733
YUETAIYU81388,412475739,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu81388-mmsi-412475739
YUETAIYU82021,412475784,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu82021-mmsi-412475784
YUETAIYU82026,412475794,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu82026-mmsi-412475794
YUETAIYU82032,412475798,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu82032-mmsi-412475798
YUETAIYU82042,412475809,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuetaiyu82042-mmsi-412475809
YUEWUYU10193,412462035,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuewuyu10193-mmsi-412462035
YUEXIAYU90078,412480379,-,0000000,Fishing / FISHING,-,-,36 m,-,-,China,https://magicport.ai/vessels/fishing/yuexiayu90078-mmsi-412480379
YUEXINHUI02124,412493942,-,0002124,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/yuexinhui02124-mmsi-412493942
YUEXUWEN33301,412467857,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yuexuwen33301-mmsi-412467857
YUEXUYU001,412432001,-,1234567,Fishing / FISHING,-,-,11 m,-,-,-,https://magicport.ai/vessels/fishing/yuexuyu001-mmsi-412432001
YUEXUYU21013,412486595,-,-,Fishing / FISHING,-,-,11 m,-,-,-,https://magicport.ai/vessels/fishing/yuexuyu21013-mmsi-412486595
YUEXUYU21078,412530163,-,-,Fishing / FISHING,-,-,10 m,-,-,-,https://magicport.ai/vessels/fishing/yuexuyu21078-mmsi-412530163
YUEXUYU21140,412486637,-,0000000,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/yuexuyu21140-mmsi-412486637
YUEXUYU22359,412531546,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yuexuyu22359-mmsi-412531546
YUEXUYU23075,412486758,-,0000000,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/yuexuyu23075-mmsi-412486758
YUEXUYU23160,412466986,-,-,Fishing / FISHING,-,-,11 m,-,-,-,https://magicport.ai/vessels/fishing/yuexuyu23160-mmsi-412466986
YUEXUYU33274,412465579,-,0000000,Fishing / FISHING,-,-,13 m,-,-,-,https://magicport.ai/vessels/fishing/yuexuyu33274-mmsi-412465579
YUEXUYU7098,412347098,-,-,Fishing / FISHING,-,-,16 m,-,-,-,https://magicport.ai/vessels/fishing/yuexuyu7098-mmsi-412347098
YUEYANGDO G12128,412476556,-,0012128,Fishing / FISHING,-,-,20 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangdo-g12128-mmsi-412476556
YUEYANGDONG11153,412476736,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangdong11153-mmsi-412476736
YUEYANGDONG14161,412476309,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangdong14161-mmsi-412476309
YUEYANGDONG15158,412476695,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangdong15158-mmsi-412476695
YUEYANGDONG16108,412476301,-,0016108,Fishing / FISHING,-,-,19 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangdong16108-mmsi-412476301
YUEYANGDONGYU 2 87,141990002,-,-,Fishing / FISHING,-,-,50 m,-,-,-,https://magicport.ai/vessels/fishing/yueyangdongyu-2-87-mmsi-141990002
YUEYANGDONGYU10011,412479628,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yueyangdongyu10011-mmsi-412479628
YUEYANGDONGYU10343,412463626,-,10343,Fishing / FISHING,-,-,19 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangdongyu10343-mmsi-412463626
YUEYANGDONGYU12018,412464932,-,-,Fishing / FISHING,-,-,21 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangdongyu12018-mmsi-412464932
YUEYANGDONGYU13065,412461321,-,13065,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangdongyu13065-mmsi-412461321
YUEYANGDONGYU13113,412463434,-,13113,Fishing / FISHING,-,-,22 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangdongyu13113-mmsi-412463434
YUEYANGDONGYU13136,412483539,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangdongyu13136-mmsi-412483539
YUEYANGDONGYU15150,412476515,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangdongyu15150-mmsi-412476515
YUEYANGDONGYU15183,412476965,-,0015183,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangdongyu15183-mmsi-412476965
YUEYANGDONGYU16175,412476999,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangdongyu16175-mmsi-412476999
YUEYANGDONGYU17008,412476431,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangdongyu17008-mmsi-412476431
YUEYANGDONGYU19115,412462791,-,19115,Fishing / FISHING,-,-,11 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangdongyu19115-mmsi-412462791
YUEYANGDONGYU19151,412461516,-,-,Fishing / FISHING,-,-,24 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangdongyu19151-mmsi-412461516
YUEYANGDONGYU22009,412479938,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangdongyu22009-mmsi-412479938
YUEYANGJIANG,412101825,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yueyangjiang-mmsi-412101825
YUEYANGJIANG03038,412478297,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangjiang03038-mmsi-412478297
YUEYANGJIANG41156,412477194,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangjiang41156-mmsi-412477194
YUEYANGJIANG4123,412477314,-,0004123,Fishing / FISHING,-,-,17 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangjiang4123-mmsi-412477314
YUEYANGJIANG90611,412475411,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangjiang90611-mmsi-412475411
YUEYANGJIANG9513,412477902,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangjiang9513-mmsi-412477902
YUEYANGJIANG9809,412477699,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangjiang9809-mmsi-412477699
YUEYANGJIANG98098,412477647,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangjiang98098-mmsi-412477647
YUEYANGJIANG99987,412478016,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangjiang99987-mmsi-412478016
YUEYANGJIANGYU04183,412461157,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangjiangyu04183-mmsi-412461157
YUEYANGJIANGYU05138,412477017,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangjiangyu05138-mmsi-412477017
YUEYANGJIANGYU06226,412479055,-,0006226,Fishing / FISHING,-,-,24 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangjiangyu06226-mmsi-412479055
YUEYANGJIANGYU07025,412480335,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangjiangyu07025-mmsi-412480335
YUEYANGJIANGYU80201,412464535,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yueyangjiangyu80201-mmsi-412464535
YUEYANGXI95338 0180,953380001,-,-,Fishing / FISHING,-,-,80 m,-,-,-,https://magicport.ai/vessels/fishing/yueyangxi95338-0180-mmsi-953380001
YUEYANGXIYU10336,412469802,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu10336-mmsi-412469802
YUEYANGXIYU24192,412530832,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu24192-mmsi-412530832
YUEYANGXIYU24275,412533342,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu24275-mmsi-412533342
YUEYANGXIYU24343,412480044,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu24343-mmsi-412480044
YUEYANGXIYU24351,412533446,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu24351-mmsi-412533446
YUEYANGXIYU24378,412480055,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu24378-mmsi-412480055
YUEYANGXIYU32063,412475984,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yueyangxiyu32063-mmsi-412475984
YUEYANGXIYU33066,412477986,-,PPPPP,Fishing / FISHING,-,-,38 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangxiyu33066-mmsi-412477986
YUEYANGXIYU35081,412465278,-,0035081,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangxiyu35081-mmsi-412465278
YUEYANGXIYU38655,412458631,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu38655-mmsi-412458631
YUEYANGXIYU39058,412464659,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yueyangxiyu39058-mmsi-412464659
YUEYANGXIYU39838,412476812,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu39838-mmsi-412476812
YUEYANGXIYU81157,412532521,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yueyangxiyu81157-mmsi-412532521
YUEYANGXIYU81171,412532695,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu81171-mmsi-412532695
YUEYANGXIYU81282,412530787,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu81282-mmsi-412530787
YUEYANGXIYU82039,412530938,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu82039-mmsi-412530938
YUEYANGXIYU82088,412480699,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu82088-mmsi-412480699
YUEYANGXIYU82147,412480713,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu82147-mmsi-412480713
YUEYANGXIYU83035,412461547,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu83035-mmsi-412461547
YUEYANGXIYU84136,412479547,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu84136-mmsi-412479547
YUEYANGXIYU85042,412480783,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/yueyangxiyu85042-mmsi-412480783
YUEYANGXIYU95163,412480819,-,0,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangxiyu95163-mmsi-412480819
YUEYANGXIYU95236,412538988,-,0095236,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/yueyangxiyu95236-mmsi-412538988
YUEYANGXIYU96399,412463171,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/yueyangxiyu96399-mmsi-412463171
